Неделя;2026-W17
Дата;Время;Имя;Возраст;Пол;SessionID;Событие;Экран;Тест;Этап;Действие;Длительность_мс;X;Y;Крен;Значение;Примечание
25.04.2026;16:07:11;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;9030;450.798;15.367;0.0;6;"axes=X,Y; Scur=1.0469; Ssum=15.3670; lambda=1.4142"
25.04.2026;16:07:12;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;10469;-448.157;16.196;0.0;7;"axes=X,Y; Scur=1.0549; Ssum=16.1964; lambda=1.4142"
25.04.2026;16:07:13;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;11368;461.733;16.65;0.0;8;"axes=X,Y; Scur=1.0000; Ssum=16.6500; lambda=1.4142"
25.04.2026;16:07:14;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;11818;-481.815;17.193;0.0;9;"axes=X,Y; Scur=1.0000; Ssum=17.1934; lambda=1.4142"
25.04.2026;16:07:14;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;stage_stop_crash_limit;11818;0.0;17.193;0.0;9;"Nreal=9; Ndop=8.8889"
25.04.2026;16:07:14;укцук;55;Мужской;20260425_160641_147170;stage_report;method_a;method_a_stage;2;stage_end;11818;1.4142;0.3016;0.0;9;"axes=X,Y; gamma=0.6984; h=0.3016; tr=0.0000"
25.04.2026;16:07:14;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;16:07:15;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;597;452.299;1.142;3.582;1;"axes=X,Y,Z; Scur=1.0000; Ssum=1.1423; lambda=1.7321"
25.04.2026;16:07:17;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;2297;-448.704;1.758;10.206;2;"axes=X,Y,Z; Scur=1.2233; Ssum=1.7583; lambda=1.7321"
25.04.2026;16:07:18;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;2843;-492.495;2.323;3.276;3;"axes=X,Y,Z; Scur=1.0490; Ssum=2.3230; lambda=1.7321"
25.04.2026;16:07:18;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;3202;470.57;2.897;2.154;4;"axes=X,Y,Z; Scur=1.0082; Ssum=2.8974; lambda=1.7321"
25.04.2026;16:07:18;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;3480;461.565;2.897;1.668;5;"axes=X,Y,Z; Scur=1.0000; Ssum=2.8974; lambda=1.7321"
25.04.2026;16:07:18;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;3709;-482.332;2.979;1.374;6;"axes=X,Y,Z; Scur=1.0000; Ssum=2.9787; lambda=1.7321"
25.04.2026;16:07:19;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;4172;445.349;2.979;2.778;7;"axes=X,Y,Z; Scur=1.0000; Ssum=2.9787; lambda=1.7321"
25.04.2026;16:07:19;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;4450;-446.505;2.979;1.668;8;"axes=X,Y,Z; Scur=1.0000; Ssum=2.9787; lambda=1.7321"
25.04.2026;16:07:20;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;4879;457.724;3.105;2.568;9;"axes=X,Y,Z; Scur=1.0000; Ssum=3.1048; lambda=1.7321"
25.04.2026;16:07:20;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;5719;-470.677;4.068;5.04;10;"axes=X,Y,Z; Scur=1.0000; Ssum=4.0685; lambda=1.7321"
25.04.2026;16:07:21;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;6018;-445.695;5.823;1.794;11;"axes=X,Y,Z; Scur=1.0000; Ssum=5.8230; lambda=1.7321"
25.04.2026;16:07:21;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;6368;487.12;5.823;2.1;12;"axes=X,Y,Z; Scur=1.0056; Ssum=5.8230; lambda=1.7321"
25.04.2026;16:07:21;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;6464;555.11;5.823;0.576;13;"axes=X,Y,Z; Scur=1.0000; Ssum=5.8230; lambda=1.7321"
25.04.2026;16:07:22;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;crash;7100;-458.117;6.526;3.816;14;"axes=X,Y,Z; Scur=1.0000; Ssum=6.5258; lambda=1.7321"
25.04.2026;16:07:22;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;3;stage_stop_crash_limit;7100;0.0;6.526;0.0;14;"Nreal=14; Ndop=13.3333"
25.04.2026;16:07:22;укцук;55;Мужской;20260425_160641_147170;stage_report;method_a;method_a_stage;3;stage_end;7100;1.7321;0.1673;0.0;14;"axes=X,Y,Z; gamma=0.8327; h=0.1673; tr=0.0000"
25.04.2026;16:07:22;укцук;55;Мужской;20260425_160641_147170;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_160641_147170.json
25.04.2026;16:07:23;укцук;55;Мужской;20260425_160641_147170;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;16:07:25;укцук;55;Мужской;20260425_160641_147170;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
25.04.2026;19:32:56;аыв;22;Мужской;20260425_193256_640270;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;19:32:56;аыв;22;Мужской;20260425_193256_640270;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;19:32:58;аыв;22;Мужской;20260425_193256_640270;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;19:33:00;аыв;22;Мужской;20260425_193256_640270;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;19:33:00;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;19:33:05;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;1;crash;4119;456.219;1.833;0.0;1;"axes=X; Scur=1.0000; Ssum=1.8332; lambda=1.0000"
25.04.2026;19:33:13;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;1;crash;12311;-445.365;3.992;0.0;2;"axes=X; Scur=1.0000; Ssum=3.9923; lambda=1.0000"
25.04.2026;19:33:31;аыв;22;Мужской;20260425_193256_640270;stage_report;method_a;method_a_stage;1;stage_end;30016;2.0877;0.3407;0.8262;2;"axes=X; gamma=0.6593; h=0.3407; tr=0.8262"
25.04.2026;19:33:31;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;19:33:35;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;2;crash;3649;448.29;3.214;0.0;1;"axes=X,Y; Scur=1.0082; Ssum=3.2136; lambda=1.4142"
25.04.2026;19:33:40;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;2;crash;8120;-468.27;13.812;0.0;2;"axes=X,Y; Scur=1.0753; Ssum=13.8125; lambda=1.4142"
25.04.2026;19:34:12;аыв;22;Мужской;20260425_193256_640270;stage_report;method_a;method_a_stage;2;stage_end;40011;1.6263;0.0998;0.3294;2;"axes=X,Y; gamma=0.9002; h=0.0998; tr=0.3294"
25.04.2026;19:34:12;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;19:34:17;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;3976;393.952;2.913;91.563;1;"axes=X,Y,Z; Scur=1.3201; Ssum=2.9128; lambda=1.7321"
25.04.2026;19:34:24;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;11067;-28.497;10.988;-53.797;2;"axes=X,Y,Z; Scur=0.5475; Ssum=10.9885; lambda=1.7321"
25.04.2026;19:34:27;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;14042;-497.894;15.143;56.908;3;"axes=X,Y,Z; Scur=1.1599; Ssum=15.1433; lambda=1.7321"
25.04.2026;19:34:27;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;14397;456.05;15.143;1.746;4;"axes=X,Y,Z; Scur=1.0000; Ssum=15.1433; lambda=1.7321"
25.04.2026;19:34:27;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;14493;585.055;15.143;-0.576;5;"axes=X,Y,Z; Scur=1.0000; Ssum=15.1433; lambda=1.7321"
25.04.2026;19:34:28;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;14816;-446.16;15.768;-1.938;6;"axes=X,Y,Z; Scur=1.0000; Ssum=15.7680; lambda=1.7321"
25.04.2026;19:34:28;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;15181;467.272;16.558;-2.19;7;"axes=X,Y,Z; Scur=1.0000; Ssum=16.5584; lambda=1.7321"
25.04.2026;19:34:45;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;31943;-86.389;19.749;20.677;8;"axes=X,Y,Z; Scur=0.1383; Ssum=19.7486; lambda=2.0207"
25.04.2026;19:34:57;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;43821;-445.861;22.181;20.973;9;"axes=X,Y,Z; Scur=1.0094; Ssum=22.1813; lambda=2.0207"
25.04.2026;19:34:57;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;44296;447.607;22.181;2.85;10;"axes=X,Y,Z; Scur=1.0000; Ssum=22.1813; lambda=1.7321"
25.04.2026;19:34:58;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;45346;-452.977;23.772;6.3;11;"axes=X,Y,Z; Scur=1.0102; Ssum=23.7715; lambda=1.7321"
25.04.2026;19:34:59;аыв;22;Мужской;20260425_193256_640270;stage_event;method_a;method_a_stage;3;crash;46518;452.038;26.426;2.448;12;"axes=X,Y,Z; Scur=1.0000; Ssum=26.4256; lambda=1.7321"
25.04.2026;19:35:13;аыв;22;Мужской;20260425_193256_640270;stage_report;method_a;method_a_stage;3;stage_end;60013;1.7874;0.0931;1.4588;12;"axes=X,Y,Z; gamma=0.9069; h=0.0931; tr=1.4588"
25.04.2026;19:35:13;аыв;22;Мужской;20260425_193256_640270;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_193256_640270.json
25.04.2026;19:35:14;аыв;22;Мужской;20260425_193256_640270;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;19:35:16;аыв;22;Мужской;20260425_193256_640270;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
25.04.2026;20:25:06;нене;11;Мужской;20260425_202506_069210;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;20:25:06;нене;11;Мужской;20260425_202506_069210;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;20:25:07;нене;11;Мужской;20260425_202506_069210;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;20:25:09;нене;11;Мужской;20260425_202506_069210;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;20:25:09;нене;11;Мужской;20260425_202506_069210;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;20:25:40;нене;11;Мужской;20260425_202506_069210;stage_report;method_a;method_a_stage;1;stage_end;30006;2.3495;0.1265;2.0522;0;"axes=X; gamma=0.8735; h=0.1265; tr=2.0522"
25.04.2026;20:25:40;нене;11;Мужской;20260425_202506_069210;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;20:25:49;нене;11;Мужской;20260425_202506_069210;stage_event;method_a;method_a_stage;2;crash;7399;-450.317;2.852;0.0;1;"axes=X,Y; Scur=1.0000; Ssum=2.8518; lambda=1.4142"
25.04.2026;20:25:49;нене;11;Мужской;20260425_202506_069210;stage_event;method_a;method_a_stage;2;crash;8101;448.862;3.648;0.0;2;"axes=X,Y; Scur=1.0029; Ssum=3.6483; lambda=1.4142"
25.04.2026;20:26:21;нене;11;Мужской;20260425_202506_069210;stage_report;method_a;method_a_stage;2;stage_end;40016;3.2513;0.1808;2.1311;2;"axes=X,Y; gamma=0.8192; h=0.1808; tr=2.1311"
25.04.2026;20:26:21;нене;11;Мужской;20260425_202506_069210;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;20:26:43;нене;11;Мужской;20260425_202506_069210;stage_event;method_a;method_a_stage;3;crash;21231;464.667;6.951;11.716;1;"axes=X,Y,Z; Scur=1.1153; Ssum=6.9509; lambda=2.3094"
25.04.2026;20:27:22;нене;11;Мужской;20260425_202506_069210;stage_report;method_a;method_a_stage;3;stage_end;60008;4.1371;0.2099;3.1052;1;"axes=X,Y,Z; gamma=0.7901; h=0.2099; tr=3.1052"
25.04.2026;20:27:22;нене;11;Мужской;20260425_202506_069210;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_202506_069210.json
25.04.2026;20:27:24;нене;11;Мужской;20260425_202506_069210;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;20:27:26;нене;11;Мужской;20260425_202506_069210;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
25.04.2026;20:59:11;укцу;44;Мужской;20260425_205911_868227;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;20:59:11;укцу;44;Мужской;20260425_205911_868227;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;20:59:13;укцу;44;Мужской;20260425_205911_868227;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;20:59:40;укцу;44;Мужской;20260425_205911_868227;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;21:01:54;ку;55;Мужской;20260425_210154_915395;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;21:01:55;ку;55;Мужской;20260425_210154_915395;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;21:01:56;ку;55;Мужской;20260425_210154_915395;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;21:02:03;ку;55;Мужской;20260425_210154_915395;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;21:02:03;ку;55;Мужской;20260425_210154_915395;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;21:02:34;ку;55;Мужской;20260425_210154_915395;stage_report;method_a;method_a_stage;1;stage_end;30000;2.3499;0.268;1.7201;0;"axes=X; gamma=0.7320; h=0.2680; tr=1.7201"
25.04.2026;21:02:34;ку;55;Мужской;20260425_210154_915395;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;21:02:55;ку;55;Мужской;20260425_210154_915395;stage_event;method_a;method_a_stage;2;crash;20458;-478.346;4.974;0.0;1;"axes=X,Y; Scur=1.0000; Ssum=4.9744; lambda=1.8856"
25.04.2026;21:03:15;ку;55;Мужской;20260425_210154_915395;stage_report;method_a;method_a_stage;2;stage_end;40012;3.069;0.1767;2.2741;1;"axes=X,Y; gamma=0.8233; h=0.1767; tr=2.2741"
25.04.2026;21:03:15;ку;55;Мужской;20260425_210154_915395;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;21:03:21;ку;55;Мужской;20260425_210154_915395;stage_event;method_a;method_a_stage;3;crash;5390;-136.163;2.782;-90.059;1;"axes=X,Y,Z; Scur=1.0316; Ssum=2.7820; lambda=1.7321"
25.04.2026;21:03:25;ку;55;Мужской;20260425_210154_915395;stage_event;method_a;method_a_stage;3;crash;9694;-478.593;7.101;81.369;2;"axes=X,Y,Z; Scur=1.6342; Ssum=7.1006; lambda=1.7321"
25.04.2026;21:03:28;ку;55;Мужской;20260425_210154_915395;stage_event;method_a;method_a_stage;3;crash;12341;-82.574;8.581;94.054;3;"axes=X,Y,Z; Scur=1.0180; Ssum=8.5811; lambda=1.7321"
25.04.2026;21:04:16;ку;55;Мужской;20260425_210154_915395;stage_report;method_a;method_a_stage;3;stage_end;60014;4.3484;0.3044;2.571;3;"axes=X,Y,Z; gamma=0.6956; h=0.3044; tr=2.5710"
25.04.2026;21:04:16;ку;55;Мужской;20260425_210154_915395;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_210154_915395.json
25.04.2026;21:04:17;ку;55;Мужской;20260425_210154_915395;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;21:04:20;ку;55;Мужской;20260425_210154_915395;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
25.04.2026;21:10:47;ке;44;Мужской;20260425_211047_841110;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;21:10:47;ке;44;Мужской;20260425_211047_841110;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;21:10:49;ке;44;Мужской;20260425_211047_841110;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;21:10:52;ке;44;Мужской;20260425_211047_841110;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;21:10:52;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;21:11:22;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;1;crash;29032;470.718;6.73;0.0;1;"axes=X; Scur=1.0000; Ssum=6.7297; lambda=1.3333"
25.04.2026;21:11:23;ке;44;Мужской;20260425_211047_841110;stage_report;method_a;method_a_stage;1;stage_end;30002;2.322;0.2499;1.3934;1;"axes=X; gamma=0.7501; h=0.2499; tr=1.3934"
25.04.2026;21:11:23;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;21:12:04;ке;44;Мужской;20260425_211047_841110;stage_report;method_a;method_a_stage;2;stage_end;40012;3.5521;0.3034;2.4744;0;"axes=X,Y; gamma=0.6966; h=0.3034; tr=2.4744"
25.04.2026;21:12:04;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;21:12:27;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;3;crash;21943;-486.81;5.468;2.303;1;"axes=X,Y,Z; Scur=1.0165; Ssum=5.4682; lambda=2.3094"
25.04.2026;21:12:28;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;3;crash;22763;-478.301;5.468;-4.92;2;"axes=X,Y,Z; Scur=1.0000; Ssum=5.4682; lambda=1.7321"
25.04.2026;21:12:30;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;3;crash;24756;479.308;6.004;-11.958;3;"axes=X,Y,Z; Scur=1.0142; Ssum=6.0037; lambda=1.7321"
25.04.2026;21:12:48;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;3;crash;42962;29.681;8.071;12.377;4;"axes=X,Y,Z; Scur=0.2064; Ssum=8.0707; lambda=2.0207"
25.04.2026;21:12:54;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;3;crash;48649;82.008;11.593;51.699;5;"axes=X,Y,Z; Scur=0.5837; Ssum=11.5931; lambda=1.7321"
25.04.2026;21:12:57;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;3;crash;51775;-116.067;13.79;85.688;6;"axes=X,Y,Z; Scur=0.9542; Ssum=13.7901; lambda=1.7321"
25.04.2026;21:13:01;ке;44;Мужской;20260425_211047_841110;stage_event;method_a;method_a_stage;3;crash;55626;37.409;16.264;-58.547;7;"axes=X,Y,Z; Scur=0.6300; Ssum=16.2641; lambda=1.7321"
25.04.2026;21:13:05;ке;44;Мужской;20260425_211047_841110;stage_report;method_a;method_a_stage;3;stage_end;60012;3.6751;0.3958;1.4435;7;"axes=X,Y,Z; gamma=0.6042; h=0.3958; tr=1.4435"
25.04.2026;21:13:05;ке;44;Мужской;20260425_211047_841110;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_211047_841110.json
25.04.2026;21:13:07;ке;44;Мужской;20260425_211047_841110;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;21:13:09;ке;44;Мужской;20260425_211047_841110;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
25.04.2026;21:24:41;аыв;66;Мужской;20260425_212441_037893;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;21:24:41;аыв;66;Мужской;20260425_212441_037893;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;21:24:42;аыв;66;Мужской;20260425_212441_037893;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;21:24:44;аыв;66;Мужской;20260425_212441_037893;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;21:24:44;аыв;66;Мужской;20260425_212441_037893;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;21:24:56;аыв;66;Мужской;20260425_212441_037893;stage_event;method_a;method_a_stage;1;crash;10832;-500.213;6.693;0.0;1;"axes=X; Scur=1.0000; Ssum=6.6935; lambda=1.3333"
25.04.2026;21:25:06;аыв;66;Мужской;20260425_212441_037893;stage_event;method_a;method_a_stage;1;crash;20501;487.33;10.547;0.0;2;"axes=X; Scur=1.0000; Ssum=10.5465; lambda=1.1667"
25.04.2026;21:25:07;аыв;66;Мужской;20260425_212441_037893;method_session;method_a;method_a;;aborted;;;;;0;Пользователь закрыл методику или нажал ESC
25.04.2026;21:25:50;аыв;66;Мужской;20260425_212441_037893;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;21:25:52;аыв;66;Мужской;20260425_212441_037893;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;21:25:52;аыв;66;Мужской;20260425_212441_037893;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;21:26:01;аыв;66;Мужской;20260425_212441_037893;method_session;method_a;method_a;;aborted;;;;;0;Пользователь закрыл методику или нажал ESC
25.04.2026;21:29:02;ва;55;Мужской;20260425_212902_676230;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;21:29:02;ва;55;Мужской;20260425_212902_676230;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;21:29:03;ва;55;Мужской;20260425_212902_676230;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;21:29:05;ва;55;Мужской;20260425_212902_676230;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;21:29:05;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;21:29:10;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;1;crash;4135;487.559;6.0;0.0;1;"axes=X; Scur=1.0000; Ssum=6.0000; lambda=1.0000"
25.04.2026;21:31:06;ва;55;Мужской;20260425_212902_676230;stage_report;method_a;method_a_stage;1;stage_end;120007;5.5775;0.6087;2.0734;1;"axes=X; gamma=0.3913; h=0.6087; tr=2.0734"
25.04.2026;21:31:06;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;21:31:30;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;2;crash;22848;-474.894;31.11;0.0;1;"axes=X,Y; Scur=1.4142; Ssum=31.1096; lambda=2.3570"
25.04.2026;21:31:32;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;2;crash;24252;471.104;32.66;0.0;2;"axes=X,Y; Scur=1.0000; Ssum=32.6595; lambda=1.4142"
25.04.2026;21:31:32;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;2;crash;24772;503.003;33.452;0.0;3;"axes=X,Y; Scur=1.0000; Ssum=33.4524; lambda=1.4142"
25.04.2026;21:32:08;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;2;crash;60346;333.249;62.308;0.0;4;"axes=X,Y; Scur=1.4142; Ssum=62.3082; lambda=3.0641"
25.04.2026;21:32:31;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;2;crash;83639;383.407;82.403;0.0;5;"axes=X,Y; Scur=1.4142; Ssum=82.4030; lambda=2.3570"
25.04.2026;21:32:44;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;2;crash;96790;-470.527;108.439;0.0;6;"axes=X,Y; Scur=1.4142; Ssum=108.4393; lambda=1.8856"
25.04.2026;21:32:50;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;2;crash;102674;-471.175;120.063;0.0;7;"axes=X,Y; Scur=1.4142; Ssum=120.0627; lambda=1.6499"
25.04.2026;21:33:07;ва;55;Мужской;20260425_212902_676230;stage_report;method_a;method_a_stage;2;stage_end;120005;3.7259;1.3481;-0.9944;7;"axes=X,Y; gamma=-0.3481; h=1.3481; tr=-0.9944"
25.04.2026;21:33:07;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;21:33:47;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;3;crash;39085;326.813;63.074;-8.859;1;"axes=X,Y,Z; Scur=1.7321; Ssum=63.0745; lambda=3.7528"
25.04.2026;21:34:28;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;3;crash;79733;203.104;122.135;-12.485;2;"axes=X,Y,Z; Scur=1.7321; Ssum=122.1351; lambda=4.0415"
25.04.2026;21:34:55;ва;55;Мужской;20260425_212902_676230;stage_event;method_a;method_a_stage;3;crash;106974;272.316;159.388;10.27;3;"axes=X,Y,Z; Scur=1.7321; Ssum=159.3878; lambda=3.1754"
25.04.2026;21:35:08;ва;55;Мужской;20260425_212902_676230;stage_report;method_a;method_a_stage;3;stage_end;120004;5.1551;1.7806;-3.7222;3;"axes=X,Y,Z; gamma=-0.7806; h=1.7806; tr=-3.7222"
25.04.2026;21:35:08;ва;55;Мужской;20260425_212902_676230;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_212902_676230.json
25.04.2026;21:35:10;ва;55;Мужской;20260425_212902_676230;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;21:35:12;ва;55;Мужской;20260425_212902_676230;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
